64.96875;65.01069079;65.05263158;65.09457237;65.13651316;65.17845395;65.22039474;65.26233553;65.30427632;65.34621711;65.38815789;65.43009868;65.47203947;65.51398026;65.55592105;65.59786184;65.63980263;65.68174342;65.72368421;65.765625
64.90625;64.95476974;65.00328947;65.05180921;65.10032895;65.14884868;65.19736842;65.24588816;65.29440789;65.34292763;65.39144737;65.43996711;65.48848684;65.53700658;65.58552632;65.63404605;65.68256579;65.73108553;65.77960526;65.828125
64.78125;64.83963816;64.89802632;64.95641447;65.01480263;65.07319079;65.13157895;65.18996711;65.24835526;65.30674342;65.36513158;65.42351974;65.48190789;65.54029605;65.59868421;65.65707237;65.71546053;65.77384868;65.83223684;65.890625
64.65625;64.72286184;64.78947368;64.85608553;64.92269737;64.98930921;65.05592105;65.12253289;65.18914474;65.25575658;65.32236842;65.38898026;65.45559211;65.52220395;65.58881579;65.65542763;65.72203947;65.78865132;65.85526316;65.921875
64.625;64.69325658;64.76151316;64.82976974;64.89802632;64.96628289;65.03453947;65.10279605;65.17105263;65.23930921;65.30756579;65.37582237;65.44407895;65.51233553;65.58059211;65.64884868;65.71710526;65.78536184;65.85361842;65.921875
64.5;64.57565789;64.65131579;64.72697368;64.80263158;64.87828947;64.95394737;65.02960526;65.10526316;65.18092105;65.25657895;65.33223684;65.40789474;65.48355263;65.55921053;65.63486842;65.71052632;65.78618421;65.86184211;65.9375
64.46875;64.54276316;64.61677632;64.69078947;64.76480263;64.83881579;64.91282895;64.98684211;65.06085526;65.13486842;65.20888158;65.28289474;65.35690789;65.43092105;65.50493421;65.57894737;65.65296053;65.72697368;65.80098684;65.875
64.375;64.453125;64.53125;64.609375;64.6875;64.765625;64.84375;64.921875;65;65.078125;65.15625;65.234375;65.3125;65.390625;65.46875;65.546875;65.625;65.703125;65.78125;65.859375
64.34375;64.42023026;64.49671053;64.57319079;64.64967105;64.72615132;64.80263158;64.87911184;64.95559211;65.03207237;65.10855263;65.18503289;65.26151316;65.33799342;65.41447368;65.49095395;65.56743421;65.64391447;65.72039474;65.796875
64.28125;64.36019737;64.43914474;64.51809211;64.59703947;64.67598684;64.75493421;64.83388158;64.91282895;64.99177632;65.07072368;65.14967105;65.22861842;65.30756579;65.38651316;65.46546053;65.54440789;65.62335526;65.70230263;65.78125
64.25;64.32894737;64.40789474;64.48684211;64.56578947;64.64473684;64.72368421;64.80263158;64.88157895;64.96052632;65.03947368;65.11842105;65.19736842;65.27631579;65.35526316;65.43421053;65.51315789;65.59210526;65.67105263;65.75
64.1875;64.26891447;64.35032895;64.43174342;64.51315789;64.59457237;64.67598684;64.75740132;64.83881579;64.92023026;65.00164474;65.08305921;65.16447368;65.24588816;65.32730263;65.40871711;65.49013158;65.57154605;65.65296053;65.734375
64.15625;64.23848684;64.32072368;64.40296053;64.48519737;64.56743421;64.64967105;64.73190789;64.81414474;64.89638158;64.97861842;65.06085526;65.14309211;65.22532895;65.30756579;65.38980263;65.47203947;65.55427632;65.63651316;65.71875
64.125;64.20723684;64.28947368;64.37171053;64.45394737;64.53618421;64.61842105;64.70065789;64.78289474;64.86513158;64.94736842;65.02960526;65.11184211;65.19407895;65.27631579;65.35855263;65.44078947;65.52302632;65.60526316;65.6875
64.0625;64.14720395;64.23190789;64.31661184;64.40131579;64.48601974;64.57072368;64.65542763;64.74013158;64.82483553;64.90953947;64.99424342;65.07894737;65.16365132;65.24835526;65.33305921;65.41776316;65.50246711;65.58717105;65.671875
64.125;64.20805921;64.29111842;64.37417763;64.45723684;64.54029605;64.62335526;64.70641447;64.78947368;64.87253289;64.95559211;65.03865132;65.12171053;65.20476974;65.28782895;65.37088816;65.45394737;65.53700658;65.62006579;65.703125
64.03125;64.11759868;64.20394737;64.29029605;64.37664474;64.46299342;64.54934211;64.63569079;64.72203947;64.80838816;64.89473684;64.98108553;65.06743421;65.15378289;65.24013158;65.32648026;65.41282895;65.49917763;65.58552632;65.671875
64.03125;64.11842105;64.20559211;64.29276316;64.37993421;64.46710526;64.55427632;64.64144737;64.72861842;64.81578947;64.90296053;64.99013158;65.07730263;65.16447368;65.25164474;65.33881579;65.42598684;65.51315789;65.60032895;65.6875
64.03125;64.11759868;64.20394737;64.29029605;64.37664474;64.46299342;64.54934211;64.63569079;64.72203947;64.80838816;64.89473684;64.98108553;65.06743421;65.15378289;65.24013158;65.32648026;65.41282895;65.49917763;65.58552632;65.671875
64.09375;64.17598684;64.25822368;64.34046053;64.42269737;64.50493421;64.58717105;64.66940789;64.75164474;64.83388158;64.91611842;64.99835526;65.08059211;65.16282895;65.24506579;65.32730263;65.40953947;65.49177632;65.57401316;65.65625
64.03125;64.11430921;64.19736842;64.28042763;64.36348684;64.44654605;64.52960526;64.61266447;64.69572368;64.77878289;64.86184211;64.94490132;65.02796053;65.11101974;65.19407895;65.27713816;65.36019737;65.44325658;65.52631579;65.609375
