33.68151488;61.6801787;78.48566748;101.41225;115.7631682;106.4581295;161.8813008;164.5059945;376.5338999;431.5875088
53.21862665;48.35057164;100.6920498;147.5729575;137.5015151;117.2319638;172.3207603;189.1648311;244.2789844;403.7174479
72.91547618;78.60590874;115.2822623;82.25299724;110.7600008;104.6475566;200.2220989;238.5721414;307.0305812;261.3830735
58.69885481;55.26702855;93.36309049;79.86794657;102.2850049;52.75730597;136.9509239;243.8601603;469.685474;465.4567649
69.95236474;56.42103627;56.57836257;69.44222219;89.99382695;164.84336;112.7435635;172.372336;428.3612183;324.9205031
62.44108334;84.38667615;68.32113712;39.84692934;96.40193636;85.27732537;197.5404319;234.4947287;283.9013913;568.6641266
45.81363213;75.89466384;47.14045208;103.3655864;93.47608131;111.6592037;107.2328722;166.6166592;104.9867717;214.9444373
17.28840331;35.96294389;46.85675571;57.74464862;100.3549257;114.4309593;103.0695558;99.30872178;128.996124;115.705565
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
