,t,vb,vg,qe,dcr,dt,ap,bif
182,-40.0,71.22374253304727,600.0,0.12,391.3101169833253,1.0380000000001659e-05,0.024289036985189544,0.008665221077766391
183,-40.0,70.72623669819836,700.0,0.12,667.9937701855802,1.1225000000001796e-05,0.009732382736281254,0.00821416991648586
184,-50.0,73.0674092204175,0.0,0.13,309.6465702689033,9.565000000001529e-06,0.32384332647674896,0.023896612915253686
185,-50.0,72.46913430597998,100.0,0.13,194.9611271540113,9.440000000001507e-06,0.11412738488908428,0.021074350667761726
186,-50.0,72.13532307872963,200.0,0.13,208.10374087648665,9.410000000001504e-06,0.15866805017506572,0.027319738950426924
187,-50.0,71.83669559861168,300.0,0.13,212.22824606304357,8.735000000001396e-06,0.2406826854357169,0.020708725872493238
188,-50.0,71.21597700959873,400.0,0.13,156.97211895567062,9.315000000001489e-06,0.19734510339178982,0.021196800671757457
189,-50.0,70.86355416957097,500.0,0.13,323.99284904391766,1.0170000000001625e-05,0.03326220396714509,0.015270294151035528
190,-50.0,70.1576835293231,600.0,0.13,689.8724310094632,1.1450000000001832e-05,0.009469510888226612,0.01053859298123183
191,-45.0,73.55335649776401,0.0,0.13,456.71353610502,9.93500000000159e-06,0.18776715876787686,0.0165726595653927
192,-45.0,73.06567735760957,100.0,0.13,387.87804894437585,1.0290000000001645e-05,0.09132357739683754,0.020062980121645323
193,-45.0,72.87552409253458,200.0,0.13,524.9312695053377,9.300000000001486e-06,0.30428057640410106,0.019562452694804243
194,-45.0,72.30583851448108,300.0,0.13,375.70716659040465,9.355000000001494e-06,0.10919248670214114,0.021544135672186323
195,-45.0,71.8640715509813,400.0,0.13,358.93440416561515,9.13000000000146e-06,0.20715235034801244,0.014552497105631883
196,-45.0,71.24536217665846,500.0,0.13,278.9436537967933,1.0190000000001629e-05,0.002849780681338821,0.014712650716211655
197,-45.0,70.71989788710985,600.0,0.13,545.3136626319103,1.095500000000175e-05,0.008054945304352275,0.009372391874907559
198,-45.0,70.30827614648315,700.0,0.13,1139.8086799416806,1.176000000000188e-05,0.013027979626555834,0.00891057466963614
199,-40.0,73.90633718858443,0.0,0.13,526.7826695389601,1.182500000000189e-05,0.03378798162622684,0.014042804362490146
200,-40.0,73.56683604727117,100.0,0.13,557.2528750105753,1.0030000000001603e-05,0.03829679775308279,0.013155672363388821
201,-40.0,73.09769136948113,200.0,0.13,447.61441324158716,1.1295000000001805e-05,0.2107989431393037,0.013536627411408932
202,-40.0,72.55031327502643,300.0,0.13,351.441539867558,1.0235000000001636e-05,0.007339080075736061,0.009823749183550903
203,-40.0,72.13417750964446,400.0,0.13,339.8079797985598,1.0130000000001619e-05,0.005780545346204606,0.010024822418138657
204,-40.0,71.86326030802697,500.0,0.13,462.97838306941674,1.0135000000001622e-05,0.028865068970590366,0.01124329106100638
205,-40.0,71.29952033281782,600.0,0.13,482.8826406314433,1.0380000000001659e-05,0.03541355005908156,0.009722786849998409
206,-40.0,70.86619924070608,700.0,0.13,996.6561784990834,1.1225000000001796e-05,0.011526617409972812,0.009670548848229878
207,-50.0,73.12166806124621,0.0,0.14,329.2070021801755,9.565000000001529e-06,0.470138347097125,0.02461911117247235
208,-50.0,72.56459291288577,100.0,0.14,238.02125961695418,9.440000000001507e-06,0.17803681514337047,0.021578300750555713
209,-50.0,72.18145201416743,200.0,0.14,222.91578436569137,9.410000000001504e-06,0.18859719597882083,0.027430933545960885
210,-50.0,71.88249076539121,300.0,0.14,229.58366550955395,8.735000000001396e-06,0.3160500146639974,0.021066958081192407
211,-50.0,71.27166932686143,400.0,0.14,178.82894071523987,9.315000000001489e-06,0.2636576383162645,0.021197005999711735
212,-50.0,70.90195920942908,500.0,0.14,341.3412577884026,1.0170000000001625e-05,0.03975603593642847,0.015532854387344577
213,-50.0,70.21008938535006,600.0,0.14,795.3550797522288,1.1450000000001832e-05,0.010101498755410263,0.01126987226813234
214,-45.0,73.59700700340369,0.0,0.14,483.01585750546025,9.93500000000159e-06,0.2312126684810533,0.016924398840897345
215,-45.0,73.1327412937571,100.0,0.14,440.8035092415871,1.0290000000001645e-05,0.13362106301246077,0.01992614429364733
216,-45.0,72.94074180687227,200.0,0.14,580.9167193261239,9.300000000001486e-06,0.43317648207312537,0.019965390127528373
217,-45.0,72.3590294757384,300.0,0.14,406.58076098513817,9.355000000001494e-06,0.1576571523335742,0.021520348658456374
218,-45.0,71.92456225932855,400.0,0.14,398.51725023177573,9.13000000000146e-06,0.255723306073575,0.014993999167478865
219,-45.0,71.2923519334322,500.0,0.14,328.390188059034,1.0190000000001629e-05,0.004228938945412946,0.015015633137544495
220,-45.0,70.76025008035413,600.0,0.14,596.3730950656569,1.095500000000175e-05,0.008461396753924013,0.010075580151573636
221,-45.0,70.39182126925061,700.0,0.14,1227.1062366616875,1.176000000000188e-05,0.013809636825691009,0.009432015004199582
222,-40.0,73.96384059541792,0.0,0.14,597.1301680329747,1.182500000000189e-05,0.047242004123333056,0.014525918623670616
223,-40.0,73.60458044659215,100.0,0.14,589.4358332947347,1.0030000000001603e-05,0.04982881123237357,0.013505142090231055
224,-40.0,73.16275329691294,200.0,0.14,497.9415319601931,1.1295000000001805e-05,0.2429399486347672,0.014468588063844701
225,-40.0,72.60088871449545,300.0,0.14,380.20987271160084,1.0235000000001636e-05,0.009682148924233124,0.01058109378898008
226,-40.0,72.17697129443977,400.0,0.14,349.37569591133075,1.0130000000001619e-05,0.00761806795277127,0.010499820772777599
227,-40.0,71.92199452049685,500.0,0.14,525.4733723792012,1.0135000000001622e-05,0.04950420123276968,0.01205310201750022
228,-40.0,71.34650188772035,600.0,0.14,518.0760390187615,1.0380000000001659e-05,0.048975789817366513,0.010442325062333963
