112.9404956;97.66154708;92.74217547;163.9105447;229.8912787;239.4994781;214.3102631;215.0555484;635.0712996;511.4424047
133.3374999;128.2748785;107.9557523;177.5011737;129.3616807;123.0898497;243.5022245;181.3192396;383.7895836;465.5474674
166.0956886;199.2792569;180.1511711;159.7254589;191.6275322;124.078828;132.0101006;248.5424176;223.9940475;506.9966031
131.8922119;119.7265403;127.2792206;217.993374;158.2578768;105.2457442;264.8878169;144.3337182;431.246256;321.6278042
165.058912;100.3549257;106.505086;137.4732297;167.6769381;239.5736955;163.9410463;289.3210443;209.0188721;260.3331199
169.5910113;157.5365919;100.7968253;116.7904106;156.1196123;118.8135795;171.3378728;230.9906203;552.2881695;488.2041923
126.6008601;145.5869347;90.89676684;162.9076084;188.2935061;126.1216344;184.5264209;225.2430786;252.0692145;452.54834
188.1163942;134.944433;130.8476638;84.82662056;151.4412244;153.1883372;208.923165;226.5686062;485.7811579;502.0192559
139.4473218;173.7463029;197.7091017;132.8323923;139.0283744;200.2331974;144.0524596;268.752261;156.6489352;429.6717093
178.0792583;191.7434629;212.8875551;134.1682195;167.2290512;160.0833116;169.2499795;232.0536336;490.9899297;392.6491224
128.7072475;139.0803125;135.6015405;127.4057386;104.2219853;169.5222044;204.0288651;199.2876202;318.6429559;342.2215007
