9.94428926;15.23883927;31.00179206;29.7396107;35.83914682;67.33003292;52.71516754;65.56591255;88.44960901;307.5729362
21.73067468;18.97366596;16.32993162;38.58612301;45.50946178;49.0351348;49.98888765;99.00056117;163.3979464;254.2439773
19.00292375;20.43961296;22.63232693;23.47575582;30.91206165;38.94440482;64.81597883;75.90198358;115.8974643;158.3947249
15.05545305;20.65591118;29.36362073;43.06326096;37.05851229;46.53553003;55.06561742;66.29898608;127.2966788;205.7398573
16.36391694;11.35292424;25.58211181;22.01009869;27.50757471;50.38738819;53.63456597;62.54775953;128.3917616;212.3309785
17.63834207;22.60776661;27.96823595;45.16635916;38.93013686;53.37498374;67.03233051;116.5046494;70.71853442;207.0024154
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
