42.33333333;100.3333333;204.3333333;320.3333333;507.3333333;706.6666667;939.6666667;1233;1574.666667;1982
34.33333333;83;187;299.6666667;466.6666667;665;923.3333333;1195.666667;1516.333333;2016.666667
44.66666667;97;193.6666667;303.3333333;469.3333333;651.6666667;890.6666667;1158.666667;1470.333333;1960.333333
49.33333333;91;169;311.6666667;441.6666667;640.6666667;884.3333333;1148.333333;1394.666667;1835
21;66.66666667;154;250.3333333;422.6666667;625;875;1131;1517;2047.333333
43.66666667;100.3333333;195.6666667;308.3333333;478;653;924;1212;1562.666667;2042.666667
46.33333333;93;181.6666667;301.6666667;423.3333333;623;879.3333333;1172.666667;1517.666667;1952.666667
36;96;159;268;409.3333333;628;848.6666667;1109.666667;1501.333333;1968
41.66666667;71;144.3333333;254.3333333;371.3333333;535;733;1014.666667;1403.666667;1911
39.33333333;84.33333333;152.6666667;284;369.6666667;515.6666667;723;1003.666667;1312;1907
39.66666667;68.33333333;130.3333333;229.6666667;332.6666667;493.3333333;699;949;1322.666667;1964
