,t,vb,vg,qe,dcr,dt,ap,bif
230,-40.0,73.30563279006543,1000.0,0.11,205.68146487097152,3.915000000000626e-06,0.056639071901578825,0.010698066873541006
231,-50.0,74.85755737076123,0.0,0.12,229.3948814228254,6.1350000000009806e-06,1.2298631584905744,0.04773600073622315
232,-50.0,74.9017076323494,100.0,0.12,208.6327628528692,6.065000000000969e-06,1.2656243941073162,0.03782094710923506
233,-50.0,74.78160861965195,200.0,0.12,215.0189623782385,6.220000000000994e-06,1.3133316419040577,0.03308893914171079
234,-50.0,74.23854555508346,300.0,0.12,85.80982021742935,5.985000000000957e-06,0.3618043313442585,0.023122389356823436
235,-50.0,74.0545615552711,400.0,0.12,133.78275517418288,5.920000000000946e-06,0.8080871554083664,0.028412901778789114
236,-50.0,73.76971643193384,500.0,0.12,127.74398981250911,5.780000000000924e-06,0.8002642113188962,0.02664247507263361
237,-50.0,73.59068164510816,600.0,0.12,118.77696451598138,5.7400000000009174e-06,0.7567987912810019,0.022663394504835278
238,-50.0,73.19112631839933,700.0,0.12,91.53928977137112,5.945000000000951e-06,0.5828705994246558,0.0256143199851127
239,-50.0,72.89632118552994,800.0,0.12,74.26218410612798,5.700000000000911e-06,0.7730368618387369,0.020749029798508033
240,-50.0,72.65083854262866,900.0,0.12,78.50132766965783,5.810000000000928e-06,0.5702364055234801,0.014613749109209422
241,-50.0,72.33627185564106,1000.0,0.12,46.36493431087777,5.730000000000915e-06,0.4735433673479809,0.017871277046041835
242,-45.0,75.3550388613256,0.0,0.12,311.5992052131986,6.330000000001013e-06,0.7134504619736877,0.045913959484322364
243,-45.0,75.16052013010051,100.0,0.12,232.19308295799482,5.985000000000957e-06,0.5532546528084928,0.01953750506040245
244,-45.0,75.12088419712238,200.0,0.12,286.4182059463743,6.100000000000975e-06,0.3607994824299625,0.023634326437992903
245,-45.0,74.61897946261342,300.0,0.12,215.5040779948707,6.055000000000968e-06,0.1377098852112089,0.018797573953093547
246,-45.0,74.2876383320985,400.0,0.12,197.17494742850616,6.220000000000994e-06,0.20649428607442105,0.01958814414441433
247,-45.0,74.04595203434647,500.0,0.12,193.68036932526772,5.930000000000946e-06,0.2266986495460574,0.019444416201484162
248,-45.0,73.69624679883935,600.0,0.12,172.9540942597134,5.995000000000958e-06,0.06792915953879577,0.01464208152316033
249,-45.0,73.44500825865578,700.0,0.12,165.4163560293174,5.960000000000953e-06,0.10207996507431494,0.011284126164206354
250,-45.0,73.18909536743202,800.0,0.12,149.9423303841618,6.170000000000985e-06,0.04982567930940832,0.012566680488503896
251,-45.0,72.99148997524813,900.0,0.12,168.48354700522032,6.175000000000987e-06,0.18116928333814875,0.015352692522141493
252,-45.0,72.76964883671224,1000.0,0.12,137.84160654541165,6.535000000001045e-06,0.028283481229375802,0.01366588383042325
253,-40.0,75.82661676547835,0.0,0.12,396.83140258947225,6.335000000001012e-06,0.385739818450226,0.03321351327080442
254,-40.0,75.75970994553899,100.0,0.12,409.59030980976183,6.4350000000010285e-06,0.8978813894221664,0.022376813364009665
255,-40.0,75.3664819338562,200.0,0.12,298.0016350557055,6.200000000000992e-06,0.09756046343500152,0.019055736147008447
256,-40.0,75.1225680549974,300.0,0.12,339.0097950494493,6.470000000001034e-06,0.26220295254272424,0.012435216730606824
257,-40.0,74.90040550441404,400.0,0.12,331.7978191990898,6.225000000000995e-06,0.23595122114903164,0.0161646886665194
258,-40.0,74.52820985313704,500.0,0.12,267.3362060831306,6.470000000001034e-06,0.10747385267614255,0.010736739522441705
259,-40.0,74.29117179863863,600.0,0.12,288.38987338187434,3.855000000000616e-06,0.1986798297146072,0.018002524693032373
260,-40.0,74.01699833187743,700.0,0.12,282.3867879119697,6.335000000001012e-06,0.2520133222921293,0.01288806277683725
261,-40.0,73.93876388708942,800.0,0.12,336.1200084884582,5.910000000000944e-06,0.3592750828372853,0.015880064103867532
262,-40.0,73.61137577839364,900.0,0.12,270.5707700707082,6.130000000000979e-06,0.21209138627936308,0.012376292703587997
263,-40.0,73.35952703602581,1000.0,0.12,224.0845049875202,3.915000000000626e-06,0.0707359140919338,0.011388396734821012
264,-50.0,74.91146514902546,0.0,0.13,262.1708106074806,6.1350000000009806e-06,1.677625137189623,0.05010293071849627
265,-50.0,74.94239214928716,100.0,0.13,238.53992431042658,6.065000000000969e-06,1.7143000632465575,0.038941030415878417
266,-50.0,74.83186171204602,200.0,0.13,232.17801331620475,6.220000000000994e-06,1.6704503903871553,0.03456885879642926
267,-50.0,74.29871528218924,300.0,0.13,97.53072918378575,5.985000000000957e-06,0.4752208396798743,0.024468064998828875
268,-50.0,74.1259537391987,400.0,0.13,147.61409515810394,5.920000000000946e-06,1.0599825266494047,0.029907108546466103
269,-50.0,73.85239764725165,500.0,0.13,146.27326650608902,5.780000000000924e-06,1.07348647397374,0.02841008315083155
270,-50.0,73.64683008181387,600.0,0.13,128.83258967625073,5.7400000000009174e-06,0.8888205935927228,0.024157014313618556
271,-50.0,73.2468643618438,700.0,0.13,105.78097421860986,5.945000000000951e-06,0.6923153923017779,0.026751800055831457
272,-50.0,72.96831274897615,800.0,0.13,82.79101859149615,5.700000000000911e-06,0.9361829118560034,0.022296435955584615
273,-50.0,72.71328984947269,900.0,0.13,88.56428238573545,5.810000000000928e-06,0.6586676248538264,0.015670327725324052
274,-50.0,72.39257103714188,1000.0,0.13,55.93857460997417,5.730000000000915e-06,0.5491418344845689,0.018861349996476682
275,-45.0,75.3898551190901,0.0,0.13,341.21620103163787,6.330000000001013e-06,0.8885904469358569,0.04705933731638419
276,-45.0,75.22010582937203,100.0,0.13,253.81720667593797,5.985000000000957e-06,0.7811833005899116,0.02154135407765769
277,-45.0,75.16701492899087,200.0,0.13,299.9441921423813,6.100000000000975e-06,0.43785514279513565,0.02492446643806554
278,-45.0,74.69030065176354,300.0,0.13,241.00122605250425,6.055000000000968e-06,0.20315321315155194,0.020241195577227807
279,-45.0,74.35312754451168,400.0,0.13,220.8542530487072,6.220000000000994e-06,0.265609012210556,0.020675328728380182
280,-45.0,74.10553095798059,500.0,0.13,208.60494939393573,5.930000000000946e-06,0.27114727698823277,0.02033605614972607
281,-45.0,73.75202921285143,600.0,0.13,183.93488441957138,5.995000000000958e-06,0.08912520527739592,0.015387126072964028
282,-45.0,73.51445592988597,700.0,0.13,177.80508433236028,5.960000000000953e-06,0.1340368016881608,0.012432749783623034
283,-45.0,73.24268846683417,800.0,0.13,169.55659711907128,6.170000000000985e-06,0.06683514338090947,0.013448188110904386
284,-45.0,73.04801010173541,900.0,0.13,186.3221251324382,6.175000000000987e-06,0.2157898726104479,0.01614483031283258
285,-45.0,72.84728778213605,1000.0,0.13,172.19095815716022,6.535000000001045e-06,0.04074932334586184,0.014538341310467376
286,-40.0,75.87420753396323,0.0,0.13,457.93559916265644,6.335000000001012e-06,0.5817038549779457,0.036079231953583875
287,-40.0,75.88694927030522,100.0,0.13,518.7124745952594,6.4350000000010285e-06,1.4570103258630802,0.024824825288460722
288,-40.0,75.43022253267392,200.0,0.13,328.68236871320937,6.200000000000992e-06,0.13022757087443942,0.019953012229975777
289,-40.0,75.18170934644012,300.0,0.13,360.8692533009089,6.470000000001034e-06,0.3175141269797799,0.0136218743837228
290,-40.0,74.96629653054299,400.0,0.13,374.02200934096095,6.225000000000995e-06,0.3304233952090279,0.017295202233969062
291,-40.0,74.6049742665151,500.0,0.13,309.11833076062055,6.470000000001034e-06,0.14716795119499088,0.01221979372935304
292,-40.0,74.36755482079133,600.0,0.13,338.42418266309414,3.855000000000616e-06,0.24943086238966097,0.018913015546287656
293,-40.0,74.07919402574608,700.0,0.13,317.2190558836443,6.335000000001012e-06,0.3058618874068685,0.013863179142569229
294,-40.0,73.99956256507505,800.0,0.13,378.8091515612043,5.910000000000944e-06,0.44835134381339026,0.01667543792219496
295,-40.0,73.66243909043428,900.0,0.13,292.1955493086944,6.130000000000979e-06,0.24612010470348894,0.013229184686632247
296,-40.0,73.40617801210237,1000.0,0.13,239.4762487440329,3.915000000000626e-06,0.08506084143009027,0.012021813558810992
297,-50.0,74.9666384729896,0.0,0.14,291.52025146717676,6.1350000000009806e-06,2.42958995880688,0.05264700002622748
298,-50.0,74.98307666622492,100.0,0.14,268.447085767984,6.065000000000969e-06,2.1629757323857985,0.04009428546225103
299,-50.0,74.87548906694893,200.0,0.14,250.60536563394456,6.220000000000994e-06,2.1524057078546193,0.035907225737487274
300,-50.0,74.36743131982347,300.0,0.14,114.05562801366067,5.985000000000957e-06,0.6531715348211453,0.02610092778728622
301,-50.0,74.19894070389275,400.0,0.14,159.68107829890147,5.920000000000946e-06,1.3727937270001038,0.0315159562367263
302,-50.0,73.92758935816664,500.0,0.14,161.1730064569855,5.780000000000924e-06,1.3932105064857967,0.030119195363116514
303,-50.0,73.70303734481179,600.0,0.14,137.94219597853407,5.7400000000009174e-06,1.1031671674456551,0.025750792234739722
304,-50.0,73.3054737161231,700.0,0.14,119.99818611702692,5.945000000000951e-06,0.8205627243875505,0.028002401268725746
305,-50.0,73.02746050055073,800.0,0.14,91.1021780633347,5.700000000000911e-06,1.0993303022333876,0.023653754164168758
306,-50.0,72.78892852337084,900.0,0.14,92.27964696728115,5.810000000000928e-06,0.8376623416896598,0.017052819757774233
307,-50.0,72.4488702186427,1000.0,0.14,65.51221490907056,5.730000000000915e-06,0.624740301621157,0.019906273221162066
308,-45.0,75.44299683251558,0.0,0.14,391.5080433901233,6.330000000001013e-06,1.4769907418356367,0.04886291206380238
309,-45.0,75.2802094713386,100.0,0.14,275.1533957196642,5.985000000000957e-06,1.07410794397822,0.023770892430387106
310,-45.0,75.21734745193592,200.0,0.14,319.8985720360693,6.100000000000975e-06,0.5859982511687358,0.026412589360643925
311,-45.0,74.76162184091363,300.0,0.14,266.4983741101378,6.055000000000968e-06,0.26859654109189496,0.021795684880290333
312,-45.0,74.42124218806235,400.0,0.14,230.6596240012992,6.220000000000994e-06,0.3675609495625386,0.02187016304979961
313,-45.0,74.21071776382531,500.0,0.14,251.90231427804773,5.930000000000946e-06,0.43721833909541913,0.022011229809185004
314,-45.0,73.8078116268635,600.0,0.14,194.91567457942932,5.995000000000958e-06,0.1103212510159961,0.01617008131055581
315,-45.0,73.58366115883857,700.0,0.14,196.1816422096475,5.960000000000953e-06,0.17675645741676227,0.01369365823541481
316,-45.0,73.29628156623632,800.0,0.14,189.1708638539808,6.170000000000985e-06,0.08384460745241062,0.01439153033545467
317,-45.0,73.125347987004,900.0,0.14,212.714255851811,6.175000000000987e-06,0.2977601353750835,0.017295372461530602
318,-45.0,72.92206072927594,1000.0,0.14,201.32154213465435,6.535000000001045e-06,0.06236666727708604,0.015431205033069242
319,-40.0,75.93382619662677,0.0,0.14,543.1409275863407,6.335000000001012e-06,1.0028065811091391,0.0400206097463193
320,-40.0,75.92097521965954,100.0,0.14,549.3050163821322,6.4350000000010285e-06,1.6937840665547061,0.02552369138320161
321,-40.0,75.52108438892901,200.0,0.14,407.17962454059307,6.200000000000992e-06,0.21749403620629731,0.02130559889263012
322,-40.0,75.24529369298004,300.0,0.14,399.2544373496071,6.470000000001034e-06,0.4236469226521946,0.015024296249867968
323,-40.0,75.03218755667194,400.0,0.14,416.2461994828321,6.225000000000995e-06,0.42489556926902416,0.018504780790083487
324,-40.0,74.67756123392643,500.0,0.14,348.7281828060864,6.470000000001034e-06,0.19865963101180217,0.013810119851415191
325,-40.0,74.45206923664715,600.0,0.14,383.6905217659912,3.855000000000616e-06,0.3480849920672023,0.019974191293842213
326,-40.0,74.13731834029485,700.0,0.14,346.14488967292425,6.335000000001012e-06,0.3727022360401803,0.01484104714274886
327,-40.0,74.0603612430607,800.0,0.14,421.49829463395037,5.910000000000944e-06,0.5374276047894951,0.017510649080393702
328,-40.0,73.71489846793095,900.0,0.14,323.9369366030701,6.130000000000979e-06,0.3100295044322999,0.0141666404615367
329,-40.0,73.45282898817892,1000.0,0.14,254.86799250054557,3.915000000000626e-06,0.09938576876824673,0.012690460703824515
330,-50.0,75.02299388641842,0.0,0.15,317.6691632981449,6.1350000000009806e-06,3.4656970091571093,0.055378984847716604
331,-50.0,75.02376118316268,100.0,0.15,298.35424722554137,6.065000000000969e-06,2.6116514015250396,0.04128169464342131
332,-50.0,74.91911642185184,200.0,0.15,269.03271795168433,6.220000000000994e-06,2.6343610253220833,0.037297408854470145
333,-50.0,74.4361473574577,300.0,0.15,130.58052684353558,5.985000000000957e-06,0.8311222299624165,0.027842758771064947
334,-50.0,74.27192766858678,400.0,0.15,171.748061439699,5.920000000000946e-06,1.6856049273508031,0.03321135160799799
335,-50.0,74.00278106908164,500.0,0.15,176.072746407882,5.780000000000924e-06,1.7129345389978534,0.031931125456597854
336,-50.0,73.75928624238045,600.0,0.15,146.38225321294368,5.7400000000009174e-06,1.3757794656898363,0.027451020014120434
337,-50.0,73.40119802695564,700.0,0.15,133.89906250232198,5.945000000000951e-06,1.1918542498636056,0.030171913298222077
338,-50.0,73.08660825212532,800.0,0.15,99.41333753517327,5.700000000000911e-06,1.2624776926107715,0.025093700498746853
339,-50.0,72.86676179734107,900.0,0.15,94.9386655997438,5.810000000000928e-06,1.0317283504169268,0.01860285809873401
340,-50.0,72.50088823737896,1000.0,0.15,71.89674443335336,5.730000000000915e-06,0.7253457319918253,0.020923119351415873
341,-45.0,75.49613854594104,0.0,0.15,441.7998857486088,6.330000000001013e-06,2.0653910367354165,0.05073560979626459
342,-45.0,75.34295190450338,100.0,0.15,302.533498958115,5.985000000000957e-06,1.4364483892699713,0.02634485776006759
343,-45.0,75.27619207658408,200.0,0.15,352.87576528362285,6.100000000000975e-06,0.8781522292484554,0.02826541244861715
344,-45.0,74.83675659563141,300.0,0.15,304.6903420066404,6.055000000000968e-06,0.4136496211624746,0.02356259471521386
345,-45.0,74.48935683161304,400.0,0.15,240.4649949538912,6.220000000000994e-06,0.4695128869145213,0.023134047255474948
346,-45.0,74.31592027150498,500.0,0.15,296.8217929135621,5.930000000000946e-06,0.6180202189084945,0.023824676677217514
347,-45.0,73.86841791920388,600.0,0.15,209.75749300368233,5.995000000000958e-06,0.14878121408499645,0.01706596590476317
348,-45.0,73.65216840185664,700.0,0.15,231.7970284881585,5.960000000000953e-06,0.2504620304184183,0.01506775867726538
349,-45.0,73.43132424276475,800.0,0.15,252.33047934688253,6.170000000000985e-06,0.173586990579709,0.01707250664978306
350,-45.0,73.21240575662955,900.0,0.15,243.1000701809538,6.175000000000987e-06,0.4018381262347962,0.01868890085496183
351,-45.0,72.99490689484976,1000.0,0.15,226.9436015845115,6.535000000001045e-06,0.09013647302151184,0.016353767069703228
352,-40.0,76.04110746119242,0.0,0.15,723.2268637532303,6.335000000001012e-06,2.5253016831944564,0.04822884227285844
353,-40.0,75.95500116901387,100.0,0.15,579.8975581690049,6.4350000000010285e-06,1.930557807246332,0.026242231889049554
354,-40.0,75.60633607672673,200.0,0.15,477.0117039319049,6.200000000000992e-06,0.3168314502113145,0.022657930027652554
355,-40.0,75.30887803951997,300.0,0.15,437.6396213983053,6.470000000001034e-06,0.5297797183246093,0.016571102584349764
356,-40.0,75.09854306540501,400.0,0.15,455.80933492258816,6.225000000000995e-06,0.5451336717718064,0.019808390954892764
357,-40.0,74.74176903942983,500.0,0.15,383.9808691965478,6.470000000001034e-06,0.2738150145855892,0.015388542340048415
358,-40.0,74.5387630600338,600.0,0.15,427.67893109537033,3.855000000000616e-06,0.45957829472898615,0.02112462503383663
359,-40.0,74.18942136411015,700.0,0.15,366.3355124646428,6.335000000001012e-06,0.4587565413121082,0.01577610232929479
360,-40.0,74.10483258787875,800.0,0.15,444.3636757259748,5.910000000000944e-06,0.6631561611995568,0.018147939448815504
361,-40.0,73.76748494378886,900.0,0.15,356.59934396822945,6.130000000000979e-06,0.3766592534181846,0.015173043516594327
362,-40.0,73.51678073688052,1000.0,0.15,290.00410504294507,3.915000000000626e-06,0.1262016251979994,0.013667926615167376
